2021-03-09 23:36:07, 0:01:15.269000, 无利不起早
2021-03-09 23:36:22, 0:04:20.139000, 这里面，有我一个！
2021-03-09 23:36:23, 0:02:54.324000, 没必要仇富吧
2021-03-09 23:37:08, 0:04:22.895000, 有我一个！
2021-03-09 23:37:48, 0:02:57.798000, 希望我的器官可以无差别的给任何人用，而不是被标以价格
2021-03-09 23:38:13, 0:04:09.718000, 卧槽声音我可！
2021-03-09 23:38:31, 0:02:40.825000, 不论心脏是否还在跳动，只有当大脑维持生命的功能不可逆地丧失时，才
2021-03-09 23:39:27, 0:00:36.954000, 任何东西都是有价格的。
2021-03-09 23:40:43, 0:03:01.579000, 富有的人怎么了？仇富就没必要了
2021-03-09 23:42:08, 0:03:30.540000, 我只能讲不管，我不会赠与给医院
2021-03-09 23:42:12, 0:04:09.639000, 我也登记了
2021-03-09 23:42:49, 0:04:25.665000, 有我一个
2021-03-09 23:43:31, 0:04:23.203000, 有我
2021-03-09 23:46:33, 0:02:59.839000, 弹幕怎么这么仇富呢？
2021-03-09 23:47:03, 0:00:21.842000, 可以死前签死后同意捐赠
2021-03-09 23:47:50, 0:04:32.845000, 有我一个
2021-03-09 23:50:08, 0:04:23.759000, 我是三百人一个
2021-03-09 23:51:52, 0:01:23.319000, 这么难啊。我还以为只要登记了就可以捐献器官
2021-03-09 23:52:37, 0:01:23.697000, 仇富大可不必，有一些是穷人社会募捐的
2021-03-09 23:53:04, 0:03:25.676000, 我已经填了器官捐献登记表了哈哈哈
2021-03-09 23:53:44, 0:00:43.744000, 我愿意高价卖
2021-03-09 23:54:09, 0:04:26.260000, 很高兴成为其中一员
2021-03-09 23:54:44, 0:04:28.399000, 有我一个
2021-03-09 23:54:45, 0:04:36.616000, 敬佩
2021-03-09 23:56:06, 0:02:49.213000, 脑死亡后你已经没有意识了，至于你想不想捐献已经不属于你的身体来交换他人生存是你的抉择
2021-03-09 23:57:21, 0:02:17.002000, 捐献出去，然后只有有钱人能用的起
2021-03-09 23:57:21, 0:03:00.371000, 仇富？？？ 问题在于仇富吗？
2021-03-09 23:58:01, 0:03:03.877000, 可恶的是无偿捐献被明码标价
2021-03-10 00:00:31, 0:04:29.898000, 我愿意，已经登记过了
2021-03-10 00:03:39, 0:03:36.753000, 我也捐了
2021-03-10 00:04:15, 0:03:44.367000, 泪目
2021-03-10 00:04:18, 0:01:19.824000, 有一说一，我会同意在我死后捐献器官。
2021-03-10 00:04:31, 0:04:29.415000, 我也是其中一个
2021-03-10 00:06:27, 0:04:32.421000, 我是其中一员
2021-03-10 00:08:10, 0:03:36.901000, 问题在于公平 富人和穷人接受条件不一样
2021-03-10 00:10:22, 0:04:25.339000, 有我一个！
2021-03-10 00:12:04, 0:01:43.415000, 公务员不是人？不过是糊口的职业罢了
2021-03-10 00:13:22, 0:01:06.939000, 我不想死无全尸
2021-03-10 00:13:36, 0:02:50.111000, 脑死亡标准也不准确吧，的确有醒过来的啊
2021-03-10 00:13:54, 0:00:40.539000, 想知道他们的平均收入是多少
2021-03-10 00:15:19, 0:00:43.409000, 我不觉得做这份工作的人没有任何利益收入。
2021-03-10 00:16:14, 0:01:37.409000, 说的是捐献但只是捐献者的无偿罢了。
2021-03-10 00:16:24, 0:04:02.560000, ？祥子
2021-03-10 00:16:46, 0:04:48.725000, 我想把脑子捐了
2021-03-10 00:17:15, 0:04:37.891000, 但是有钱人就该死吗
2021-03-10 00:17:42, 0:00:46.520000, 我肯定会拒绝
2021-03-10 00:19:06, 0:04:21.914000, 我也登记了
2021-03-10 00:19:22, 0:04:16.164000, 曝光就完了，谁知会不会有人害他
2021-03-10 00:19:27, 0:02:44.476000, 看到弹幕里的态度，也能理解这个事情多么艰难
2021-03-10 00:21:44, 0:03:05.080000, 我自愿捐献器官，救命是好事，但我不想我家人这样
2021-03-10 00:23:36, 0:02:09.694000, 这个职业真的很痛苦
2021-03-10 00:25:15, 0:04:46.539000, 献出器官!
2021-03-10 00:25:18, 0:04:08.280000, 不捐还不是会被一把火烧成灰
2021-03-10 00:25:26, 0:03:04.193000, 脑死亡不可逆，跟植物不一样，没有希望的
2021-03-10 00:26:38, 0:02:03.558000, 拿去卖的那个举报了
2021-03-10 00:28:57, 0:03:45.171000, 泪目
2021-03-10 00:29:04, 0:01:46.087000, 脑死亡的亲人都在抱希望人能清醒过来  不过不得不说也有一些奇迹就是这样来的
2021-03-10 00:29:08, 0:01:12.481000, 仅有2200名成员
2021-03-10 00:29:14, 0:03:38.950000, 其实死了也就脱离了肉体，我的话还是会捐吧，毕竟能帮一个想活下去的人
2021-04-23 11:07:27.556232, 0:02:50.422000, 不是不捐，救人一命大家都愿意，可问题是就得是谁，被救的人知道是谁救了他，这些器官去哪
2021-03-10 00:31:05, 0:04:01.914000, 我也填了器官捐献了…
2021-03-10 00:31:07, 0:02:02.779000, 真是讽刺，对一个遗憾而去的人道歉，他可能永远都感受不到，还不如让他安详的离开
2021-03-10 00:32:15, 0:04:44.745000, 我能捐脑子吗？
2021-03-10 00:32:27, 0:01:01.876000, 太少了
2021-03-10 00:33:42, 0:01:00.387000, 我愿意捐献
2021-03-10 00:39:50, 0:04:24.657000, 有我一份
2021-03-10 00:40:21, 0:00:39.969000, 我想捐献遗体
2021-03-10 00:45:32, 0:01:07.899000, 我也愿意捐献
2021-03-10 00:48:14, 0:02:22.075000, 器官捐献都是无偿的没有利益
2021-03-10 00:50:44, 0:03:03.239000, 仇富这个词是谁发明的你心里没点数？
2021-03-10 00:53:01, 0:00:44.798000, 不会捐的…因为我不知道捐的是什么人…不能给社会添乱
2021-03-10 00:53:44, 0:00:58.286000, 拒绝
2021-03-10 00:54:01, 0:01:15.827000, 拒绝
2021-03-10 00:54:43, 0:02:36.722000, 有钱确实是一方面，不捐就是另一方面，不要用钱来衡量生命好吗
2021-03-10 00:56:10, 0:01:09.938000, 裸捐
2021-03-10 00:56:42, 0:01:41.056000, 裸捐，希望家人不要阻碍
2021-03-10 00:57:56, 0:03:44.269000, 泪目
2021-03-10 00:59:53, 0:04:33.377000, 未来有我一个
2021-03-10 01:00:25, 0:00:26.659000, 你宁可完整的死去，也不愿为他人铺一条活路么
2021-03-10 01:01:02, 0:01:47.673000, 以前器官丢失的还少么？
2021-03-10 01:01:15, 0:00:37.635000, 死了我愿意
2021-03-10 01:01:45, 0:02:11.151000, 圣母要不得
2021-03-10 01:01:50, 0:02:35.949000, 我就想知道以前看的器官被盗是不是假新闻
2021-03-10 01:02:04, 0:04:30.033000, 我这么说死了可以捐 
2021-03-10 01:02:51, 0:04:28.441000, 有我一个
2021-03-10 01:02:56, 0:00:48.115000, 我想捐献遗体让，我以另外一个方式活着
2021-03-10 01:04:05, 0:01:29.024000, 自己登记了，但是死后还是需要家属同意的，所以最好跟家人说好自己的愿望
2021-03-10 01:04:51, 0:00:50.078000, 我之前就认识一个，他说工作环境太差了，不是说环境哈，是心理环境，和身边人的议论
2021-03-10 01:06:08, 0:03:37.262000, 你死的完整，他们却连活的机会都没有！
2021-03-10 01:07:51, 0:04:43.874000, 谨为生命
2021-03-10 01:11:54, 0:01:56.509000, 最近真是乌烟瘴气
2021-03-10 01:12:11, 0:02:11.135000, 最近真是乌烟瘴气
2021-03-10 01:20:53, 0:03:44.222000, 泪目
2021-03-10 01:29:09, 0:04:32.738000, zhǐ
2021-03-10 01:31:33, 0:00:45.779000, 我可以接受眼角膜
2021-03-10 01:34:53, 0:03:45.435000, 十个泪目九个。。。
2021-03-10 01:37:01, 0:00:09.226000, 滚
2021-03-10 01:37:12, 0:00:15.159000, 有好处的。
2021-03-10 01:38:53, 0:04:21.411000, 等我挂了我tm直接把我整个人捐出去
2021-03-10 01:40:38, 0:01:02.661000, 估计协调一个有提成
2021-03-10 01:44:41, 0:04:24.446000, 有我一个
2021-03-10 01:48:10, 0:00:42.473000, 死无全尸 好耶
2021-03-10 01:50:13, 0:02:38.014000, 绝不捐献
2021-03-10 01:57:13, 0:04:08.383000, 我的跟这个不一样呢
2021-03-10 01:57:44, 0:02:48.862000, 捐了最后也是到了有钱人的手里，穷人想都别想。
2021-03-10 01:59:58, 0:00:06.921000, 开屏扎心
2021-03-10 02:01:18, 0:04:24.379000, 有我
2021-03-10 02:02:58, 0:01:08.593000, 我觉得每个人的意愿都值得被尊重，但是说死无全尸的，你们是不是忘了还有火化这一步？
2021-03-10 02:05:10, 0:03:43.942000, 我还要了个器官捐献的卡片来着  会寄过来第4w多
2021-03-10 02:06:11, 0:01:30.971000, 现在要火化哪来的全尸
2021-03-10 02:09:54, 0:00:49.419000, 都什么年代了还全尸？好像不捐你的尸体就不会腐烂一样，最多一年照样还是一堆骨头。
2021-03-10 02:12:51, 0:02:11.099000, 脑死亡其实基本已经全是死亡了，因为你连自主呼吸都做不到，全凭设备维持。
2021-03-10 02:15:57, 0:00:07.739000, 扎心
2021-03-10 02:16:18, 0:00:49.139000, 卖是犯法的
2021-03-10 02:16:18, 0:04:36.266000, 默哀
2021-03-10 02:17:28, 0:01:13.219000, 我不觉得，有钱的排在后面
2021-04-23 11:07:27.556232, 0:00:14.414000, 不是给人扣帽子，你们凭什么让我们信服，现阶段达不到公开透明，我们不惮以最坏的恶意来揣度人性的贪
2021-03-10 02:28:29, 0:02:34.141000, 给需要的无产者可以，给慈善家嘛，哈哈
2021-03-10 02:29:27, 0:02:57.841000, 那么能让穷人也被移植吗，一样都是人
2021-03-10 02:30:24, 0:03:04.761000, 资本的化身就是慈善家，除非他们把无产者当人看
2021-03-10 02:30:39, 0:03:10.141000, 不捐给富人
2021-03-10 02:31:56, 0:03:29.441000, 克隆把，打破一切禁忌把慈善家
2021-03-10 02:32:26, 0:03:36.901000, 这个生命如果代表资本，那么就没有价值
2021-03-10 02:33:00, 0:03:42.201000, 活下来继续做什么呢，让世界充满更多福报？
2021-03-10 02:34:19, 0:03:57.641000, 除非他愿意捐献所以家产给无产者
2021-03-10 02:34:27, 0:00:16.739000, 滚！
2021-03-10 02:37:54, 0:00:20.191000, 哼，鬼！！
2021-03-10 02:38:51, 0:00:08.788000, 换位思考一下我也不会让人动亲人身体
2021-03-10 02:39:01, 0:00:10.159000, 富人裸捐，就能活
2021-03-10 02:41:53, 0:01:02.461000, 这活  真不好干  容易挨揍
2021-03-10 02:48:50, 0:00:03.427000, 富人裸捐山区，成为无产者
2021-03-10 02:50:58, 0:00:09.889000, 拿刀守着
2021-03-10 03:20:33, 0:00:40.532000, 食腐生物
2021-03-10 03:46:57, 0:00:38.825000, 有亲戚在做这个工作～
2021-03-10 03:50:37, 0:00:43.747000, 前面的器官的保存和移植也要很多钱的医院收费无可厚非
2021-03-10 04:05:17, 0:01:18.684000, 也就是说其实最后做选择的不是自己….
2021-03-10 04:05:49, 0:00:21.260000, 不可以
2021-03-10 04:29:29, 0:01:18.493000, 很早就想做这件事了
2021-03-10 04:45:37, 0:01:38.412000, 确实挺难的，换成是我，可能也压根不会搭理协调员
2021-03-10 04:58:17, 0:01:50.747000, 感觉无病无灾过一辈子已经是莫大的幸运了
2021-03-10 05:09:06, 0:04:15.779000, 我登记了器官捐献和遗体捐献
2021-03-10 05:11:49, 0:02:00.847000, 啊！看这个妈妈哭。。。好难受
2021-03-10 05:37:34, 0:02:28.313000, 我妈以前常跟我说只有瓜连籽，没有籽连瓜，可能我自己觉得捐献器官无
2021-03-10 05:53:04, 0:03:06.890000, 想知道取出器官之后，遗体怎么处理啊
2021-03-10 06:21:48, 0:03:38.617000, 好伟大
2021-03-10 06:23:41, 0:01:15.701000, 我希望我的身体能留传下去，永垂不朽
2021-03-10 06:41:31, 0:01:51.139000, 不是富豪不是直接去黑市买吗
2021-03-10 06:44:51, 0:02:04.649000, 对不起？
2021-03-10 06:51:49, 0:04:45.191000, 该
2021-03-10 06:52:02, 0:04:53.568000, 那群不过是吸血鬼罢了
2021-03-10 06:54:05, 0:04:07.970000, 我也想在生日的时候去登记！
2021-03-10 07:02:55, 0:04:27.214000, 有我一个！
2021-03-10 07:06:42, 0:00:18.619000, 心脏似乎有人工的，
2021-03-10 07:14:02, 0:00:52.775000, 好事还是坏事，不好说
2021-03-10 07:24:03, 0:04:08.864000, 已经登记了，证书还在寄
2021-03-10 07:27:15, 0:01:01.996000, 我希望心脏活在别人体内
2021-03-10 07:33:21, 0:01:03.579000, 去洗脑
2021-03-10 07:40:17, 0:00:55.600000, 瘟疫医生
2021-03-10 07:43:10, 0:04:46.109000, 哎。。。。。。
2021-03-10 08:04:02, 0:03:07.991000, 正常火化呗，还能怎么处理
2021-03-10 08:09:57, 0:00:27.223000, 他们有钱但是没法买到器官太苦了
2021-03-10 08:10:55, 0:00:46.063000, 富人付款完毕后可以裸捐
2021-03-10 08:11:18, 0:00:53.763000, 富人付款后必须裸捐
2021-03-10 08:12:09, 0:01:11.203000, 我不想给富人用，但是我的无产者同志没钱用
2021-03-10 08:13:10, 0:01:40.685000, 那么富人也应该裸捐，让他成为无产者，大爱无疆起来
2021-03-10 08:14:47, 0:02:25.865000, 但是输送给的都是富人，又不是无产者同志，应该规定富人裸捐放弃富人身份，成为无产者
2021-03-10 08:16:02, 0:02:33.405000, 对让他们成为无产者，至少不会加害他人，否则复活慈善家就是你自己想
2021-03-10 08:32:04, 0:03:08.128000, 火化
2021-03-10 08:43:53, 0:03:52.899000, 富人还是病人，双重身份
2021-03-10 08:46:57, 0:01:24.519000, 我不愿
2021-03-10 08:49:03, 0:01:58.999000, 不爱陌生人，不捐，但若死后能卖使我家人得以减轻负担我是同意的
2021-03-10 08:49:13, 0:01:19.748000, 一个不同意就白搭
2021-03-10 08:49:18, 0:00:52.343000, 劝捐员，
2021-03-10 08:49:40, 0:01:13.843000, 贾冰有个这样话题的小品
2021-03-10 08:52:30, 0:01:08.819000, 我感觉要是同意了就真救不回来了
2021-03-10 08:52:31, 0:00:43.539000, ？捐献这个词本身就是自愿的，你们的工作不是在揭家属的伤疤？
2021-03-10 09:01:22, 0:01:20.269000, 那志愿证书还有什么用啊
2021-03-10 09:07:37, 0:00:02.195000, 你好我是一个器官自愿捐赠者，我们不能控制生命的长度,但我们可以控制生命的宽度
2021-03-10 09:13:04, 0:01:26.878000, 想想都根本开不了口
2021-03-10 09:17:10, 0:03:51.062000, 泪目
2021-03-10 09:19:41, 0:02:14.219000, 既然是职业就是挣钱的，毕竟没钱活不了，装不了逼
2021-03-10 09:29:59, 0:01:36.872000, 脑死亡捐献？
2021-03-10 09:30:02, 0:00:52.878000, 如果不参杂资本，那就好了。
2021-03-10 09:30:03, 0:01:27.737000, 太尴尬了。。。。
2021-03-10 09:39:37, 0:00:34.223000, 滚
2021-03-10 09:39:47, 0:04:52.184000, 道德绑架
2021-03-10 09:41:31, 0:01:30.351000, 做这个心理要很强大了
2021-03-10 09:45:07, 0:01:19.805000, 赚钱可以不要违背法律
2021-03-10 09:45:58, 0:04:29.345000, 以后会有我一个
2021-03-10 10:10:35, 0:01:50.113000, 虽然体谅，但换我肯定不同意
2021-03-10 10:23:26, 0:01:12.439000, 说不想死无全尸的，人火化了也就剩点骨头渣了，不耽误捐器官
2021-03-10 10:27:58, 0:01:52.382000, 泪目
2021-03-10 10:33:19, 0:02:27.995000, 有计算机系统排序呢，轮到你了就有机会，不然就到下一个
2021-03-10 10:34:56, 0:01:34.315000, 容易挨打
2021-03-10 10:51:25, 0:03:16.910000, 计划性死亡
2021-03-10 10:55:14, 0:00:55.297000, 等我死后我真的想捐献器官
2021-03-10 10:57:56, 0:01:53.751000, 泪目
2021-03-10 10:58:39, 0:01:10.840000, 死了的器官没用
2021-03-10 11:00:21, 0:00:38.579000, 有钱就能买到奇怪器官才恐怖好吗
2021-03-10 11:00:44, 0:00:47.859000, 有钱就能买到器官才恐怖
2021-03-10 11:02:08, 0:01:34.539000, 很有道理，穷人移植不起，富人才移植的起
2021-03-10 11:03:41, 0:02:36.919000, 高额费用是医生的手术和医院医疗费用
2021-03-10 11:04:25, 0:04:54, 捐就算了，我宁愿卖
2021-03-10 11:15:21, 0:00:00.199000, 哪些人都为什么有钱获得更多医疗？
2021-03-10 11:15:49, 0:00:07.239000, 就要被献给慈善家
2021-03-10 11:18:57, 0:03:22.866000, 我愿意捐赠  如果有用的话
2021-03-10 11:20:10, 0:01:58.879000, 泪目
2021-03-10 11:20:45, 0:00:15.750000, 滚难道不是正常反应人之常情？
2021-03-10 11:32:46, 0:04:22.213000, 反正不捐献眼角膜，其他随意。五脏都可以奉献
2021-03-10 11:34:16, 0:01:57.890000, 泪目
2021-03-10 11:34:31, 0:01:28.665000, 为什么要捐？我免费，你赚钱？
2021-03-10 11:42:11, 0:04:15.447000, 如果观念改变了，也就不会有协调员的艰辛了
2021-03-10 11:47:38, 0:02:34.813000, 确定我救不起来，就别救，尽量保其他人
2021-03-10 11:47:54, 0:01:58.853000, 泪目
2021-03-10 11:53:35, 0:04:38.439000, 在哪登记？
2021-03-10 11:55:08, 0:01:43.655000, 我也想把全身都捐了
2021-03-10 12:04:36, 0:01:57.531000, 眼睛进沙子了
2021-03-10 12:11:31, 0:03:42.519000, 我死后想成为一位大体老师
2021-03-10 12:16:22, 0:00:53.339000, 我老师也叫李勇
2021-03-10 12:18:00, 0:00:47.227000, BGM 藤原道山 四季
2021-03-10 12:19:31, 0:03:32.319000, 我愿意捐献，也会和家人说清楚
2021-03-10 12:20:07, 0:00:25.362000, 只要医院不拿它卖钱骨灰我都捐了
2021-03-10 12:23:08, 0:04:27.405000, 有我一个
2021-03-10 12:28:10, 0:02:22.313000, 呵呵，普通人移植得起吗？免费捐赠器官后都给有钱人用了。q
2021-03-10 12:29:02, 0:04:10.859000, 如果发生意外，会不会有钱的收买医生，再医疗事故，直接捐献了
2021-03-10 12:29:24, 0:03:07.028000, 仇富这个词就是富人发明的......
2021-03-10 12:29:26, 0:02:57.479000, 不管娟给任何人，我都愿意，这就是希望
2021-03-10 12:30:24, 0:00:17, 这个事情本来就是在冲击传统人伦
2021-03-10 12:30:57, 0:00:23.405000, 我希望我能完整的，有尊严的死去，而不是作为一个备用零件一样
2021-03-10 12:31:56, 0:02:41.219000, 好无奈啊
2021-03-10 12:33:43, 0:01:59.110000, 眼睛进刀子了
2021-03-10 12:35:43, 0:01:09.118000, 只要人愿意就行了
2021-03-10 12:42:28, 0:00:02.143000, 献出心脏
2021-03-10 12:42:35, 0:00:09.777000, 献出心脏
2021-03-10 12:42:37, 0:01:03.206000, 现代医学就是在挑战人伦的基础上建立的，不牺牲，就没有现代医学。
2021-03-10 12:42:39, 0:00:14.096000, 献出心脏
2021-03-10 12:49:22, 0:02:13.990000, 额其实死了捐献也无可厚非 但是医疗资源不足死了以后变成别人的资源……就
2021-03-10 12:51:29, 0:03:56.074000, 愿意
2021-03-10 12:52:07, 0:02:02.575000, 换种方式活着，挺好的
2021-03-10 13:03:37, 0:00:25.105000, 不捐
2021-03-10 13:14:04, 0:02:35.026000, 轮不到你我决定尊重死者别道德绑架
2021-03-10 13:16:40, 0:02:05.162000, 别说不认识的了，熟人也给打出去
2021-03-10 13:23:50, 0:00:51.339000, 都是普通人，提前签捐献，被意外死亡怎么办？
2021-03-10 13:27:43, 0:04:22.265000, 我也志愿登记了
2021-03-10 13:38:58, 0:02:09.928000, 听说做这个都是一老一少，挨揍的时候老的先跑，年轻的断后
